recordedAt,receivedAt,tukTukRegistrationNumber,plateNumber,deviceSerialNumber,provinceCode,districtCode,stationCode,latitude,longitude,speedKmh,heading,accuracyM,ignitionOn
2026-04-27T07:15:00.000Z,2026-04-27T07:15:35.000Z,REG-2026-000090,NWP-CAB-5090,SIM-TD-090,NWP,PUT,PUTP,8.0335127,79.8319761,22.87,295.85,8.08,true
2026-04-27T07:15:00.000Z,2026-04-27T07:15:40.000Z,REG-2026-000119,SAB-CAB-5119,SIM-TD-119,SAB,RAT,RATP,6.6841419,80.3947646,18.25,168.35,10.42,true
2026-04-27T07:15:00.000Z,2026-04-27T07:15:28.000Z,REG-2026-000105,CP-CAB-5105,SIM-TD-105,CP,NUW,NUWPS,6.9516115,80.7933039,15.14,155.24,7.63,true
2026-04-27T07:15:00.000Z,2026-04-27T07:15:34.000Z,REG-2026-000101,WP-CAB-5101,SIM-TD-101,WP,GAM,KEL,6.9585085,79.9262334,28.31,154.82,11.2,true
2026-04-27T07:15:00.000Z,2026-04-27T07:15:15.000Z,REG-2026-000108,SP-CAB-5108,SIM-TD-108,SP,HAM,HAMB,6.1236026,81.1160469,26.52,33.68,9.64,true
2026-04-27T07:15:00.000Z,2026-04-27T07:15:30.000Z,REG-2026-000114,NWP-CAB-5114,SIM-TD-114,NWP,PUT,PUTP,8.033535,79.8329399,29,293.64,9.15,true
2026-04-27T07:15:00.000Z,2026-04-27T07:15:21.000Z,REG-2026-000128,CP-CAB-5128,SIM-TD-128,CP,KAN,PER,7.2654362,80.5924579,19.08,29.59,8.4,true
2026-04-27T07:15:00.000Z,2026-04-27T07:15:31.000Z,REG-2026-000123,WP-CAB-5123,SIM-TD-123,WP,COL,MNTL,6.8401908,79.8569544,29.56,165.9,7.45,true
2026-04-27T07:15:00.000Z,2026-04-27T07:15:34.000Z,REG-2026-000109,NP-CAB-5109,SIM-TD-109,NP,JAF,JAFP,9.664524,80.0284206,19.15,160.97,8.97,true
2026-04-27T07:15:00.000Z,2026-04-27T07:15:16.000Z,REG-2026-000103,CP-CAB-5103,SIM-TD-103,CP,KAN,KDY,7.2917229,80.6294144,17.14,170.85,10.37,true
2026-04-27T07:15:00.000Z,2026-04-27T07:15:22.000Z,REG-2026-000118,UVA-CAB-5118,SIM-TD-118,UVA,MON,MONP,6.8696449,81.3533359,33.69,306.06,9.5,true
2026-04-27T07:15:00.000Z,2026-04-27T07:15:27.000Z,REG-2026-000113,NWP-CAB-5113,SIM-TD-113,NWP,KUR,KURP,7.4884998,80.3684326,36.32,159.28,7.17,true
2026-04-27T07:15:00.000Z,2026-04-27T07:15:29.000Z,REG-2026-000115,NCP-CAB-5115,SIM-TD-115,NCP,ANU,ANUP,8.3124012,80.3996949,31.12,170.85,5.22,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:38.000Z,REG-2026-000098,WP-CAB-5098,SIM-TD-098,WP,COL,PET,6.9376275,79.8502141,16.25,302.31,11.91,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:23.000Z,REG-2026-000104,CP-CAB-5104,SIM-TD-104,CP,KAN,PER,7.2685563,80.5933488,37.31,28.66,10.36,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:13.000Z,REG-2026-000115,NCP-CAB-5115,SIM-TD-115,NCP,ANU,ANUP,8.3107265,80.4003119,24.33,170.85,6.7,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:14.000Z,REG-2026-000101,WP-CAB-5101,SIM-TD-101,WP,GAM,KEL,6.9568257,79.9272525,32.87,154.82,6.71,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:38.000Z,REG-2026-000116,NCP-CAB-5116,SIM-TD-116,NCP,POL,POLP,7.9430177,81.0180913,32.57,29.25,10.88,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:34.000Z,REG-2026-000100,WP-CAB-5100,SIM-TD-100,WP,GAM,NEG,7.2109708,79.8356662,28.05,22.95,6.21,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:18.000Z,REG-2026-000121,WP-CAB-5121,SIM-TD-121,WP,COL,FORT,6.9346989,79.8457361,22.1,166.44,7.55,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:31.000Z,REG-2026-000092,NCP-CAB-5092,SIM-TD-092,NCP,POL,POLP,7.9427215,81.0183639,15.41,29.26,11.53,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:28.000Z,REG-2026-000117,UVA-CAB-5117,SIM-TD-117,UVA,BAD,BADP,6.9932488,81.0597795,14.42,157.43,5.51,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:26.000Z,REG-2026-000130,SP-CAB-5130,SIM-TD-130,SP,GAL,GALP,6.0323036,80.2169465,28.35,304.92,5.43,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:37.000Z,REG-2026-000105,CP-CAB-5105,SIM-TD-105,CP,NUW,NUWPS,6.9495065,80.7952004,16.48,155.24,11.05,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:34.000Z,REG-2026-000109,NP-CAB-5109,SIM-TD-109,NP,JAF,JAFP,9.6621555,80.0296217,26.6,160.97,5,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:21.000Z,REG-2026-000091,NCP-CAB-5091,SIM-TD-091,NCP,ANU,ANUP,8.310909,80.3997486,15.11,170.85,8.78,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:30.000Z,REG-2026-000110,EP-CAB-5110,SIM-TD-110,EP,TRI,TRIP,8.5861233,81.2156755,26.72,301.99,4.27,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:25.000Z,REG-2026-000106,SP-CAB-5106,SIM-TD-106,SP,GAL,GALP,6.0318452,80.2175809,36.17,306.66,5.71,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:31.000Z,REG-2026-000107,SP-CAB-5107,SIM-TD-107,SP,MATR,MATP,5.9546577,80.5510161,34.03,168.35,4.5,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:33.000Z,REG-2026-000103,CP-CAB-5103,SIM-TD-103,CP,KAN,KDY,7.2900768,80.6300872,16.98,170.85,11.13,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:30.000Z,REG-2026-000102,WP-CAB-5102,SIM-TD-102,WP,KAL,PAN,6.712149,79.906662,37.52,295.66,7.77,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:22.000Z,REG-2026-000093,UVA-CAB-5093,SIM-TD-093,UVA,BAD,BADP,6.9932082,81.0606757,34.49,155.52,7.65,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:18.000Z,REG-2026-000118,UVA-CAB-5118,SIM-TD-118,UVA,MON,MONP,6.871583,81.3514975,19.79,306.06,10.17,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:28.000Z,REG-2026-000131,SP-CAB-5131,SIM-TD-131,SP,MATR,MATP,5.9541214,80.5507898,26.51,168.35,4.85,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:13.000Z,REG-2026-000129,CP-CAB-5129,SIM-TD-129,CP,NUW,NUWPS,6.9500491,80.7952569,22.43,154.97,8.85,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:30.000Z,REG-2026-000097,WP-CAB-5097,SIM-TD-097,WP,COL,FORT,6.9342918,79.8460308,15.43,168.53,10.07,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:38.000Z,REG-2026-000127,CP-CAB-5127,SIM-TD-127,CP,KAN,KDY,7.2900893,80.6304387,20.88,170.85,5.65,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:23.000Z,REG-2026-000114,NWP-CAB-5114,SIM-TD-114,NWP,PUT,PUTP,8.0357168,79.8292767,17.49,293.64,11.93,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:15.000Z,REG-2026-000113,NWP-CAB-5113,SIM-TD-113,NWP,KUR,KURP,7.4867262,80.368958,32.36,159.28,5.59,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:15.000Z,REG-2026-000122,WP-CAB-5122,SIM-TD-122,WP,COL,PET,6.9376969,79.8507171,37.69,301.15,11.53,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:26.000Z,REG-2026-000108,SP-CAB-5108,SIM-TD-108,SP,HAM,HAMB,6.1267072,81.11799,19.56,33.68,7.72,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:28.000Z,REG-2026-000128,CP-CAB-5128,SIM-TD-128,CP,KAN,PER,7.2685957,80.5937467,17.98,29.59,10.53,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:21.000Z,REG-2026-000090,NWP-CAB-5090,SIM-TD-090,NWP,PUT,PUTP,8.0353651,79.8290154,19.04,295.85,11.17,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:15.000Z,REG-2026-000089,NWP-CAB-5089,SIM-TD-089,NWP,KUR,KURP,7.486634,80.3693701,29.51,156.74,9.83,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:40.000Z,REG-2026-000095,SAB-CAB-5095,SIM-TD-095,SAB,RAT,RATP,6.6825749,80.3946163,21.77,168.35,6.64,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:32.000Z,REG-2026-000119,SAB-CAB-5119,SIM-TD-119,SAB,RAT,RATP,6.682905,80.3942793,36.04,168.35,11.09,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:21.000Z,REG-2026-000111,EP-CAB-5111,SIM-TD-111,EP,BAT,BATP,7.709762,81.6867775,36.06,165.9,9.87,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:32.000Z,REG-2026-000125,WP-CAB-5125,SIM-TD-125,WP,GAM,KEL,6.955887,79.9265061,23.51,156.87,6.87,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:36.000Z,REG-2026-000112,EP-CAB-5112,SIM-TD-112,EP,AMP,AMPP,7.2940723,81.6722265,25.41,24.1,10.11,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:32.000Z,REG-2026-000120,SAB-CAB-5120,SIM-TD-120,SAB,KEG,KEGP,7.2535909,80.3454784,18.04,32.75,10.25,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:33.000Z,REG-2026-000096,SAB-CAB-5096,SIM-TD-096,SAB,KEG,KEGP,7.2527829,80.3463639,14.53,35.9,9.63,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:24.000Z,REG-2026-000126,WP-CAB-5126,SIM-TD-126,WP,KAL,PAN,6.7117046,79.9076664,26.22,295.3,7.97,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:29.000Z,REG-2026-000124,WP-CAB-5124,SIM-TD-124,WP,GAM,NEG,7.2110017,79.8351375,36.37,22.8,8.29,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:34.000Z,REG-2026-000094,UVA-CAB-5094,SIM-TD-094,UVA,MON,MONP,6.8715603,81.351942,16.24,303.74,9.65,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:13.000Z,REG-2026-000123,WP-CAB-5123,SIM-TD-123,WP,COL,MNTL,6.8381283,79.8579704,24.75,165.9,8.01,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:24.000Z,REG-2026-000099,WP-CAB-5099,SIM-TD-099,WP,COL,MNTL,6.8389992,79.8577029,37.57,165.9,9.83,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:21.000Z,REG-2026-000151,CP-CAB-5151,SIM-TD-151,CP,KAN,KDY,7.2901338,80.630213,36.7,170.85,4.62,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:19.000Z,REG-2026-000161,NWP-CAB-5161,SIM-TD-161,NWP,KUR,KURP,7.4869729,80.3698032,30.68,154.81,6.92,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:21.000Z,REG-2026-000167,SAB-CAB-5167,SIM-TD-167,SAB,RAT,RATP,6.6820263,80.3950596,17.06,168.35,10.02,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:19.000Z,REG-2026-000140,NCP-CAB-5140,SIM-TD-140,NCP,POL,POLP,7.9419851,81.0188307,15.54,30.04,6.22,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:29.000Z,REG-2026-000141,UVA-CAB-5141,SIM-TD-141,UVA,BAD,BADP,6.994342,81.0611762,31.31,153.01,8.95,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:22.000Z,REG-2026-000166,UVA-CAB-5166,SIM-TD-166,UVA,MON,MONP,6.8715268,81.3508887,32.97,305.1,11.92,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:24.000Z,REG-2026-000134,EP-CAB-5134,SIM-TD-134,EP,TRI,TRIP,8.586691,81.2159792,22.5,300.23,7.07,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:16.000Z,REG-2026-000148,WP-CAB-5148,SIM-TD-148,WP,GAM,NEG,7.2103268,79.8352017,37.69,22.94,8.38,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:37.000Z,REG-2026-000169,WP-CAB-5169,SIM-TD-169,WP,COL,FORT,6.9345502,79.8462166,24.95,167.95,5.18,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:24.000Z,REG-2026-000142,UVA-CAB-5142,SIM-TD-142,UVA,MON,MONP,6.8712898,81.3519136,25.81,303.53,11.8,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:24.000Z,REG-2026-000154,SP-CAB-5154,SIM-TD-154,SP,GAL,GALP,6.0318581,80.2172364,30.83,306.71,7.77,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:14.000Z,REG-2026-000162,NWP-CAB-5162,SIM-TD-162,NWP,PUT,PUTP,8.0355643,79.8287976,35.85,295.66,10.74,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:13.000Z,REG-2026-000147,WP-CAB-5147,SIM-TD-147,WP,COL,MNTL,6.8389235,79.8575952,29.35,165.9,5.96,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:17.000Z,REG-2026-000173,WP-CAB-5173,SIM-TD-173,WP,GAM,KEL,6.9550865,79.9263986,32.79,161.43,4.17,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:13.000Z,REG-2026-000146,WP-CAB-5146,SIM-TD-146,WP,COL,PET,6.9383045,79.8510394,36.34,300.09,10.04,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:26.000Z,REG-2026-000149,WP-CAB-5149,SIM-TD-149,WP,GAM,KEL,6.9550672,79.9268145,33.41,160.01,11.84,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:24.000Z,REG-2026-000170,WP-CAB-5170,SIM-TD-170,WP,COL,PET,6.9384438,79.8516456,28.85,299.92,5.16,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:34.000Z,REG-2026-000136,EP-CAB-5136,SIM-TD-136,EP,AMP,AMPP,7.293375,81.6722933,14.15,26.01,10.4,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:37.000Z,REG-2026-000145,WP-CAB-5145,SIM-TD-145,WP,COL,FORT,6.9360807,79.8476145,23.56,157.89,5.64,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:26.000Z,REG-2026-000155,SP-CAB-5155,SIM-TD-155,SP,MATR,MATP,5.9540156,80.550284,26.12,168.35,10.27,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:20.000Z,REG-2026-000160,EP-CAB-5160,SIM-TD-160,EP,AMP,AMPP,7.2935121,81.6717527,22.47,24.13,10.68,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:27.000Z,REG-2026-000156,SP-CAB-5156,SIM-TD-156,SP,HAM,HAMB,6.1263337,81.1183945,35.07,34.52,5.54,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:27.000Z,REG-2026-000143,SAB-CAB-5143,SIM-TD-143,SAB,RAT,RATP,6.6819493,80.394916,20.49,168.35,4.08,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:35.000Z,REG-2026-000165,UVA-CAB-5165,SIM-TD-165,UVA,BAD,BADP,6.9948118,81.0609891,26.02,150.85,8,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:20.000Z,REG-2026-000152,CP-CAB-5152,SIM-TD-152,CP,KAN,PER,7.268906,80.5937176,32.5,28.41,6.41,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:17.000Z,REG-2026-000157,NP-CAB-5157,SIM-TD-157,NP,JAF,JAFP,9.6615824,80.0292702,21.05,166.54,7.16,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:19.000Z,REG-2026-000135,EP-CAB-5135,SIM-TD-135,EP,BAT,BATP,7.7100762,81.6871574,33.99,165.9,5.89,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:14.000Z,REG-2026-000171,WP-CAB-5171,SIM-TD-171,WP,COL,MNTL,6.8388296,79.8575418,18.43,165.9,7.88,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:23.000Z,REG-2026-000168,SAB-CAB-5168,SIM-TD-168,SAB,KEG,KEGP,7.2535508,80.3457195,30.03,32.74,11.61,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:38.000Z,REG-2026-000139,NCP-CAB-5139,SIM-TD-139,NCP,ANU,ANUP,8.3114576,80.4007181,16.69,170.85,4.06,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:30.000Z,REG-2026-000158,EP-CAB-5158,SIM-TD-158,EP,TRI,TRIP,8.5866478,81.215886,30.53,299.01,6.26,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:28.000Z,REG-2026-000132,SP-CAB-5132,SIM-TD-132,SP,HAM,HAMB,6.1260964,81.1182196,21.67,37.43,10.55,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:35.000Z,REG-2026-000150,WP-CAB-5150,SIM-TD-150,WP,KAL,PAN,6.712438,79.9067192,30.76,297.03,6.55,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:36.000Z,REG-2026-000133,NP-CAB-5133,SIM-TD-133,NP,JAF,JAFP,9.6625264,80.0291188,27.47,160.84,10.66,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:16.000Z,REG-2026-000174,WP-CAB-5174,SIM-TD-174,WP,KAL,PAN,6.7116792,79.9075508,28.81,293.58,11.57,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:37.000Z,REG-2026-000163,NCP-CAB-5163,SIM-TD-163,NCP,ANU,ANUP,8.3115838,80.4004611,18.67,170.85,4.45,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:37.000Z,REG-2026-000172,WP-CAB-5172,SIM-TD-172,WP,GAM,NEG,7.2097903,79.8350921,20.33,25.81,5.85,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:27.000Z,REG-2026-000144,SAB-CAB-5144,SIM-TD-144,SAB,KEG,KEGP,7.2529519,80.346125,22.66,33.67,9.79,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:35.000Z,REG-2026-000153,CP-CAB-5153,SIM-TD-153,CP,NUW,NUWPS,6.9506466,80.7959749,30.34,151.17,9.31,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:14.000Z,REG-2026-000138,NWP-CAB-5138,SIM-TD-138,NWP,PUT,PUTP,8.034842,79.8287929,25.85,294.94,6.02,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:15.000Z,REG-2026-000164,NCP-CAB-5164,SIM-TD-164,NCP,POL,POLP,7.9426269,81.018045,17.9,28.36,6.69,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:14.000Z,REG-2026-000137,NWP-CAB-5137,SIM-TD-137,NWP,KUR,KURP,7.4868736,80.36915,17.04,157.34,4.48,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:31.000Z,REG-2026-000159,EP-CAB-5159,SIM-TD-159,EP,BAT,BATP,7.7094079,81.6874445,14.67,165.9,9.56,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:40.000Z,REG-2026-000001,WP-CAB-5001,SIM-TD-001,WP,COL,FORT,6.9344225,79.8467656,30.09,164.95,4.55,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:37.000Z,REG-2026-000016,EP-CAB-5016,SIM-TD-016,EP,AMP,AMPP,7.2940382,81.6723179,21.18,23.5,11.64,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:33.000Z,REG-2026-000008,CP-CAB-5008,SIM-TD-008,CP,KAN,PER,7.2683033,80.5935987,29.5,28.46,9.91,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:33.000Z,REG-2026-000014,EP-CAB-5014,SIM-TD-014,EP,TRI,TRIP,8.5864,81.216313,14.94,299.1,7.58,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:28.000Z,REG-2026-000022,UVA-CAB-5022,SIM-TD-022,UVA,MON,MONP,6.8714647,81.3512188,24.86,303.25,11.61,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:39.000Z,REG-2026-000040,EP-CAB-5040,SIM-TD-040,EP,AMP,AMPP,7.2937399,81.6718845,33.04,23.86,10.56,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:22.000Z,REG-2026-000002,WP-CAB-5002,SIM-TD-002,WP,COL,PET,6.9383454,79.8509877,28.52,301.58,11,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:19.000Z,REG-2026-000036,SP-CAB-5036,SIM-TD-036,SP,HAM,HAMB,6.1263997,81.1185222,17.81,35.83,5.45,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:21.000Z,REG-2026-000006,WP-CAB-5006,SIM-TD-006,WP,KAL,PAN,6.7124258,79.9082965,21.34,293.79,11.64,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:31.000Z,REG-2026-000027,WP-CAB-5027,SIM-TD-027,WP,COL,MNTL,6.8387153,79.8572781,22.76,165.9,11.9,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:35.000Z,REG-2026-000042,NWP-CAB-5042,SIM-TD-042,NWP,PUT,PUTP,8.0349264,79.829133,23.53,295.19,5.21,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:36.000Z,REG-2026-000044,NCP-CAB-5044,SIM-TD-044,NCP,POL,POLP,7.9431965,81.0186093,36.12,28.25,4.13,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:14.000Z,REG-2026-000043,NCP-CAB-5043,SIM-TD-043,NCP,ANU,ANUP,8.3106987,80.3997995,19.94,170.85,10.92,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:33.000Z,REG-2026-000003,WP-CAB-5003,SIM-TD-003,WP,COL,MNTL,6.8388877,79.8579948,22.01,165.9,6.55,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:38.000Z,REG-2026-000021,UVA-CAB-5021,SIM-TD-021,UVA,BAD,BADP,6.9934905,81.0602213,37.81,154.68,7.6,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:25.000Z,REG-2026-000019,NCP-CAB-5019,SIM-TD-019,NCP,ANU,ANUP,8.3112392,80.3999675,32.83,170.85,11.88,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:13.000Z,REG-2026-000030,WP-CAB-5030,SIM-TD-030,WP,KAL,PAN,6.7125011,79.9075999,25.32,295.37,11.98,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:37.000Z,REG-2026-000012,SP-CAB-5012,SIM-TD-012,SP,HAM,HAMB,6.1256937,81.1184076,19.4,36.28,4.89,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:12.000Z,REG-2026-000039,EP-CAB-5039,SIM-TD-039,EP,BAT,BATP,7.7103373,81.6870019,29.59,165.9,6.7,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:30.000Z,REG-2026-000033,CP-CAB-5033,SIM-TD-033,CP,NUW,NUWPS,6.9509786,80.7947266,36.54,151.97,5.41,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:12.000Z,REG-2026-000025,WP-CAB-5025,SIM-TD-025,WP,COL,FORT,6.9348187,79.8457137,14.83,168.43,6.17,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:19.000Z,REG-2026-000004,WP-CAB-5004,SIM-TD-004,WP,GAM,NEG,7.2107761,79.8359121,29.22,24.24,11.7,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:15.000Z,REG-2026-000032,CP-CAB-5032,SIM-TD-032,CP,KAN,PER,7.2679115,80.5932221,29.11,31,5.15,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:30.000Z,REG-2026-000028,WP-CAB-5028,SIM-TD-028,WP,GAM,NEG,7.2108206,79.8350647,19.24,23.71,5.39,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:31.000Z,REG-2026-000010,SP-CAB-5010,SIM-TD-010,SP,GAL,GALP,6.0318888,80.2175838,27.85,307.42,6.11,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:39.000Z,REG-2026-000011,SP-CAB-5011,SIM-TD-011,SP,MATR,MATP,5.9540301,80.5500532,34.68,168.35,10.45,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:29.000Z,REG-2026-000034,SP-CAB-5034,SIM-TD-034,SP,GAL,GALP,6.0314436,80.2173546,22.76,304.97,10.7,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:33.000Z,REG-2026-000009,CP-CAB-5009,SIM-TD-009,CP,NUW,NUWPS,6.9496266,80.7939706,33.72,157.27,10.54,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:31.000Z,REG-2026-000024,SAB-CAB-5024,SIM-TD-024,SAB,KEG,KEGP,7.2533313,80.3458841,34.95,34.35,8.55,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:40.000Z,REG-2026-000013,NP-CAB-5013,SIM-TD-013,NP,JAF,JAFP,9.6616952,80.0286595,14.32,166.93,11.66,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:27.000Z,REG-2026-000015,EP-CAB-5015,SIM-TD-015,EP,BAT,BATP,7.7093317,81.6874396,21.44,165.9,7.96,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:40.000Z,REG-2026-000037,NP-CAB-5037,SIM-TD-037,NP,JAF,JAFP,9.6619209,80.0289232,34.56,165.92,4.4,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:19.000Z,REG-2026-000007,CP-CAB-5007,SIM-TD-007,CP,KAN,KDY,7.2906444,80.6301622,33.96,170.85,6.26,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:38.000Z,REG-2026-000023,SAB-CAB-5023,SIM-TD-023,SAB,RAT,RATP,6.6824576,80.394891,33.2,168.35,8.86,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:19.000Z,REG-2026-000031,CP-CAB-5031,SIM-TD-031,CP,KAN,KDY,7.2901888,80.6297843,17.86,170.85,9.14,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:38.000Z,REG-2026-000017,NWP-CAB-5017,SIM-TD-017,NWP,KUR,KURP,7.4874156,80.3695918,17.3,155.84,5.41,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:24.000Z,REG-2026-000020,NCP-CAB-5020,SIM-TD-020,NCP,POL,POLP,7.9422442,81.0189414,34.28,28.58,7.23,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:16.000Z,REG-2026-000035,SP-CAB-5035,SIM-TD-035,SP,MATR,MATP,5.954581,80.5506287,26.05,168.35,6.91,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:23.000Z,REG-2026-000005,WP-CAB-5005,SIM-TD-005,WP,GAM,KEL,6.9561116,79.9269366,35.47,159.72,10.77,true
2026-04-27T07:27:00.000Z,2026-04-27T07:27:20.000Z,REG-2026-000018,NWP-CAB-5018,SIM-TD-018,NWP,PUT,PUTP,8.0350055,79.8289706,19.09,295.75,5.04,true
